vigor,"身體或精神上的,活力,精力類摻假就不會純粹使衰弱不會有精力衰弱缺乏精力動搖缺乏堅決反,疲乏,遲鈍,無生氣"
viral,"病毒,式,的,在網路上快速,廣泛流傳或受歡迎的"
virus,"病毒,濾過性微生物,毒害,惡毒,一個能夠復制,感染其他程式或破壞操作系統的程式"
vista,"狹長的景色,街景,展望,回想"
vital,"重要的,生命的,充滿活力的,生死攸關的,致命的"
vivid,"鮮艷的,鮮明的,活潑的,有生氣的,生動的,逼真的"
vocal,"聲音的,有聲的,歌唱的母音,聲樂作品"
vogue,"時尚,時髦,流行,流行的,時髦的"
voice,"聲音,嗓音,嗓子,願望,發言權,表達,喉舌,語態,表達,吐露,調音"
vomit,"嘔吐,嘔吐物,催吐劑,嘔吐,大量噴出,吐出,嘔吐"
votes,NotFoundAnyMeanings
vouch,"擔保,推荐,証明,斷定,傳出庭作証,保証,擔保,証明,確定"
vying,"競爭的,的現在分詞"
walls,牆壁
waste,"廢物,浪費,損耗,消耗,荒地,垃圾,地面風化物,廢棄的,荒蕪的"
water,"水,雨水,海水,水位,水面,流體,澆水予,供以水,注入水,使濕,流淚"
waver,"搖擺,猶豫,類,衰弱不精力笨拙不優雅動搖不堅決,因疑慮反對因猶豫動搖"
waves,志願緊急服役婦女隊
weary,"疲倦的,萎靡的,厭倦的,厭煩的,使疲倦,使厭煩,疲乏,生厭,不耐煩"
weigh,"稱,重量,衡量,重壓,考慮,權衡,起錨,稱分量,有意義,重壓"
where,"在哪裡,往哪裡,在,的地方,哪裡"
which,"哪一個,哪一些,的,哪一個,哪一些"
whiff,"一吹,一吸,一陣香氣,一點點,香煙的一口,輕輕地吹,噴氣,棒被三擊出局,垂釣,吹送,噴出,吸,棒使被三擊出局"
while,"當,時候,和,同時,而,然而,雖然,盡管一段時間,一會兒,消磨"
whims,NotFoundAnyMeanings
whine,"抱怨,牢騷,哀鳴,哭訴,發牢騷,發嗚嗚聲,哀訴"
white,"白色,潔白,眼白,白種人,蛋白,白色的,純潔的,白種的,蒼白的,空白的"
whole,"全部,全體,整體,完全之體系,所有的,完整的,完全的,純粹的"
wider,"更寬的,寬鬆的"
wince,"記,贏,死我要贏死你,還不快退縮,因疼痛或悲傷不自覺地,畏縮,類,因疼痛退縮因高興微笑因不高興繃臉因輕視譏笑,退縮"
