gristle,"記鬼,頭骷髏鬼抬起頭露出一排排的軟骨,在肉中出現的,軟骨,參,剛毛,毛發等豎起,發怒,不抬頭,背上的毛才能豎起,軟骨"
grooves,NotFoundAnyMeanings
grounds,"庭院,花園"
growing,"增多的,增強的,增長的,生長的,擴大的,發展的"
grumble,"動詞,發牢騷,咕噥,發轟隆聲,名詞,牢騷,轟隆聲"
habitat,"棲息地,居留地,自生地,聚集處"
halcyon,"平靜的,和平的反,痛苦的,悲慘的,暴風雨的,有暴風雨的,暴亂的"
halt--0,"停止,立定,休息,使停止,使立定,立定,停止,蹣跚,躊躇"
halting,"記,停止,暫停,使停止,使立定,躊躇,躊躇的,遲疑不決的,吞吞吐吐的,類,結巴的說是結結巴巴的單調而低沉地說是單調的,反,流利的,流暢的,跛的,猶豫的,蹣跚的"
hangdog,"記原指像狗一樣被吊死的人垂頭喪氣的,因感到有罪而,羞愧的,垂頭喪氣的,反,有浮力的,輕快活潑的,興高采烈的,輕快的,鬼鬼祟祟的,卑躬屈膝的,低賤的,原義像狗一樣被吊死的人,卑鄙或卑賤的人"
hapless,"記,偶然,運氣,不幸的,不幸的,參,災禍,不幸,高興的,反,幸運的,幸福的,倒霉的,不幸的"
happens,發生
harmful,"引起傷害的,有害的"
harmony,"和睦,融洽,一致,和諧,協調"
harness,"馬具,系在身上的繩子,甲冑,束以馬具,披上甲冑,利用,以產生動力"
harp--0,"記,一玩就是幾個小時,都了,讀害怕你媽突然讓你學,你會感到很害怕,想玩需要努力,豎琴,類,吹喇叭拔豎琴,豎琴,彈奏豎琴,不停地說,喋喋不休"
harshly,"嚴厲地,苛刻地,反,溺愛,嚴厲地對待,贊美歌,嚴厲地諷刺,嚴厲地,苛刻地"
harvest,"收獲,成果,收獲物,收獲期,收割,收獲"
hastily,"匆忙地,急速地,慌張地"
hateful,"形容詞,可恨的,充滿憎恨的"
haunted,"鬧鬼的,反覆出現的,受到困擾的,常去,纏住,使擔憂的過去式和過去分詞"
healthy,"健康的,健全的,大量的,有益於健康的"
hearken,"記聽,肯肯聽注意地傾聽,注意地傾聽,反,不理睬,忽視,傾聽"
heavily,"很重地,沈重地,沈悶地"
heed--0,"注意,留心,注意,留心"
heft--0,"舉起,抬起,抱起,我看著他把那個沉重的袋子扛到肩上"
heinous,"十惡不赦的,讀黑,多,做什么事都特別黑十惡不赦的,反,值得表揚的,令人傾佩的,可憎的,極惡的"
helpful,"有幫助的,有益的,有用的"
herd--0,"獸群,人群,牧人,群集,使成群,放牧,成群"
heretic,"異教徒,信奉邪說的人,尤指公開反對羅馬天主教教義的人,類不遵從傳統的人不遵守規范異教徒不遵守正教異教徒不順從辯護者辯護慷慨的慷慨權威優越性"
hideous,"醜的嚇人,不忍睹的,醜惡的,可憎的"
highest,NotFoundAnyMeanings
hirsute,"記,毛發,多毛的,動物達到發情期時,多毛的,多毛的,有粗毛的"
holding,"名詞,把持,保持,持有股份"
holster,"記源于,拿住,船艙,拿住手槍的東西皮套,系在腰上的,手槍皮套,類,匕首裝在劍鞘裡手槍裝在手槍皮套裡,手槍用的皮套"
hone--0,"磨刀石,抱怨,想念,用磨刀石磨"
honesty,"不可數,誠實,率直"
hopeful,"有希望之人,有前途之人,有希望的,懷抱希望的,保持樂觀的"
hormone,"記沖動,興奮荷爾蒙,荷爾蒙,經由血液循環到達另一組織來影響生理活動,例如生長或新陳代謝,激素,調節生長之功能的物質,參,有目的之行動,荷爾蒙,激素"
hostile,"懷有敵意的,不友善的敵人的,敵方的"
however,"無論如何,不管怎樣,可是,仍然,不管用什麼方法"
howling,"咆哮的,哭哭啼啼的,荒涼的嘯聲"
humored,"脾氣,的"
husband,"丈夫,謹慎,節儉的經理,節儉或節省地使用反,浪費"
hydrant,"記水,螞蟻水螞蟻消防龍頭,消防龍頭,參,氫,消防栓,消防龍頭"
idyllic,"田園詩般的,田園風光的,平和歡暢的"
igneous,"形容詞,火的,地指岩石火成的"
ignoble,"記,不,高尚的,貴族的,貴族,不高貴的,卑鄙的,卑鄙的,特點或目的不高尚,可恥的,出身微賤的,不光彩的"
illegal,"非法的,不合法的,非法移民"
illicit,"非法的,違禁的,社會不容許的,古柯鹼和大麻之類的違禁藥物"
illness,"患病,身體不適"
